itemDescription,averageCost
Glade sport new primary 7mL,168.750000
Glade Sport Mint Ice Primary 7mL,160.714300
Kiwi Shoe Cream Black Sachet 5mL,6.071399
OOA Advanced Aerosol Odorless 300mL,137.133900
OOA Ajax Cleanser Fresh Scent 350g,28.157500
OOA Albatross Lemon w/ Hold,29.728408
OOA Albatross MothBalls 75g,18.947200
OOA Albatross Samba Deodorizer 50g,21.716500
OOA Ansell Excell Glove Yellow M,75.316300
OOA Ansell Slim Fit Gloves Medium 8,78.550700
Axion Dish Liq Kalamansi 250mL,48.007400
OOA Banzai Pest Catch Sheets,20.627684
OOA Baygon Fly Paper,20.805522
OOA Baygon Multi Insect Killermax Act 300mL,147.860000
OOA Baygon Scented Coil Floral 10s,12.614100
OOA Baygon Multi Insect Killer WB 300mL,152.020000
OOA Cleans Up Sponge 75x100x40,7.390000
OOA Cleans Up Scour Pad 80 x 100mm,5.870000
OOA Cleans Up Stainless Steel Cleaner,24.901800
OOA Domex Classic Fresh 250mL,38.042777
OOA Domex Lemon Fresh 250mL,37.958077
IND Domex Ultra Thick Classic 150mL,20.567677
OOA Domex Ultra Thick Pink 150mL,21.026800
Energizer Max AA 2s,78.125000
Energizer Max AA 4s KVI,153.295708
Energizer Max AAA 2s,86.830000
Eveready Gold AA 2s,60.268000
IND Eveready One Light Led,110.544650
Eveready AA 2s,35.670000
Eveready AA 4s,52.455000
Eveready AAA 2s,42.188000
Eveready C 2s,47.960751
Eveready D 2s,48.884000
OOA Glade Air Freshener Floral Fresh 175mL,113.392900
OOA Glade Perfume Toilet Block Lavender 25g,50.366100
OOA Glade Scented Gel Lavander 200g,132.142900
OOA Gleam Liquid Sosa 250mL,42.044600
OOA Gleam Muriatic Acid 250mL,24.026800
OOA Greenex APC Orig 250mL,28.185299
OOA Guitar Matches 10 boxes,13.473200
OOA Joy Lemon 250mL,59.276278
OOA Joy Antibac 40mL,9.151800
Joy Lemon  45mL,8.848000
OOA Joy Lemon Refill 200mL,36.160700
Joy Antibac Safeguard 250mL,66.964300
OOA Kiwi Shine and Protect Black 30mL,66.960000
OOA Kiwi Shoe Cream Brown 5mL,6.303043
OOA Kiwi Shoe Polish Black  45mL,86.091592
OOA Kwik Multi-Insect Killer 150mL,78.342800
OOA Liwanag Esperma Candle  E#18 4pcs,41.207120
OOA Liwanag Esperma Candle E#16 4pcs,25.670000
OOA Lysol Spray Fresh Blossom 170g,185.567797
OOA Lysol Spray Crisp Linen Sc 170g,187.500000
OOA Lysol Toilet Cleaner Pine 200mL,52.875000
OOA Lysol All Purpose Cleaner Lemon 180mL,35.089300
OOA MC Metal Polish  125mL,71.430000
OOA Mr. Muscle Stick On Lavender 3s 30g,45.375000
OOA Pledge Metal Polish 150g,128.543300
OOA Pledge Paste Wax Waterproof 90g,17.630000
OOA Racumin Ready Made Bait 50g,41.862100
Royal Safety Matches Average 340sticks,9.703100
OOA Scotch Brite Mini Pad,8.249355
OOA Shine Master Prem Colorless 90g,11.361300
OOA Smart DP Lemon 200g,18.303600
OOA Splenda Furniture Polish Lemon 160mL,107.810000
OOA Starwax Red Dye Wax 90g,12.946400
OOA Surf DL Kalamansi 250mL,41.700000
IND Surf DL Lemon 50mL,8.125000
OOA Temox Chalk Roach and Ant Killer,20.635300
Axion Paste Kalamansi 190g,24.780000
OOA Axion Paste Lemon 190g,25.644000
OOA Apollo Muriatic Acid 250mL,28.651800
Joy Kalamansi 20mL,4.158500
Joy Lemon 20mL,4.158500
Scotch Brite Mini Sponge,20.180000
OOA Liwanag Candle Esp #3 Wht 20s,30.957600
OOA Baygon Chalk Roach & Ant Klr 15g,33.181909
OOA Baygon Kidlat Katol Scented 10s,13.445800
OOA Albatross Mothballs 175g,40.888700
OOA Racumin Dust 20g,31.696900
OOA Ajax Cleanser Tri Ref 350g,19.369300
OOA Starwax Red 90g,12.500000
OOA Pledge Lemon 330mL,249.110000
OOA Omni Extension 3's 4m,212.280000
OOA Omni Univ Socket Adapter,53.348200
OOA Tan Packaging Tape 2x50m,44.420000
Bohem Pop,51.020400
Esse Pop,83.392900
Esse Menthol,79.642900
Esse Lights,79.642900
Liqun Premium,214.285700
Liqun Regular,96.428500
Modern Lights,50.000000
Modern Classic,50.000000
OOA DJ Mix Cyber Red,53.392900
OOA DJ Mix Strawberry Red,53.392900
OOA DJ Mix Apple Green,53.392900
OOA DJ Mix Yellow Lemon,53.392900
OOA DJ Mix Latte,53.392900
Marlboro Red KS FTB 20s,86.071000
Marlboro Premium Black KS RCB 20s,110.625000
OOA Fortune Tribal Red Label RCB 20s,60.714000
Fortune Tribal Mint Splash KS RCB 20s,78.036000
IND Marlboro Ruby Burst KS FTB 20s,75.446400
Marlboro Gold KS FTB 20s,86.071000
Mevius Original RCB 20's,85.800000
Mevius Lights RCB 20's,85.800000
Mevius Super Lights RCB 20's,85.800000
Mevius Option Duo RCB 20's,85.800000
Camel Filters CPB 20s,77.770000
Camel Lights CPB 20s,77.770000
IND Camel Max Mint CPB 100s,58.440000
Winston PurpleMintCPB 20s,60.223777
OOA Fortune Trib Mint Sp Tropical RCB 20s,45.535700
OOA Bohem Café Ice 20s,52.633899
OOA Bohem Café Orange 20s,52.633900
OOA Tarshield Mini Filter,26.785700
OOA Clipper Classic Flint Large Printed,20.982100
OOA Clipper Classic Flint Micro Regular,16.517900
OOA Clipper Brio Flint Regular,15.133900
Cricket Orig Blister Pack 2s,33.430000
OOA Marlboro Red FTB 2s+Electric Lighter,108.930000
OOA Marlboro Gold FTB 2s+ Electric Lighter,108.930000
OOA Marlboro Black Menthol FTB 2s+Electric Lighter,108.930000
OOA Marlboro Ice Blast FTB 2s+ Electric Lighter,111.610000
Winston Fresh Mint CPB 20s,59.201454
OOA Pall Mall Tokyo Midnight FT20s,43.303600
OOA Pall Mall Havana Nights FT20s,43.303600
Fortune Int'l. Menthol 100s FTB 20s,78.036000
Mighty Menthol 100's FTB Green,53.079933
Mighty Menthol 100's FTB Red,60.270000
Bohem Cigar Master  Black FTB 20's,63.390000
Marlboro Fusion Purple FTB 20s,86.071000
IND Winston ExtremeMint CPB 20s Free Lighter,60.223200
IND Winston PurpleMint CPB 20s Free Lighter,60.220000
IND Winston FreshMint CPB 20s Free Lighter,60.220000
Bohem Cigar Slim Fit Brown  20s,61.610000
Winston FiltersFTB 10s,30.116000
OOA Marlboro Red KS FTB 10s,35.580000
OOA Marlboro Gold KS FTB 10s,35.580000
OOA Marlboro Black Menthol Mint KS FTB 10s,35.580000
OOA Marlboro Ice Blast Menthol Mint FTB 10s,36.250000
Winston CasterCPB 20s,60.220000
Winston Lights FTB 10s,30.116000
Torch Slim 2009,15.178985
Torch Windproof 138,20.530223
Torch Maxi Electric 705,17.857000
DJ Mix Green Apple FTB 20s,78.571000
DJ Mix Blueberry FTB 20s,78.571000
DJ Mix Strawberry FTB 20s,78.571000
OOA Buy1pck Marlboro Gold FTB20s FRKopiko78CoffeeLatte,82.582609
OOA Buy1pck Marlboro Gold SP20s FRKopikoIceBlanca,76.194897
IND Mighty Full Flavor SFP 20S,60.270000
Liqun Gray,80.357000
Bohem Mojito Double,63.393000
Septwolves Red FTB 20'S,142.860000
Septwolves Gray SP 20'S,178.570000
Septwolves Blue FTB 20'S,75.890000
Juul PH Slate Device Kit,1275.670000
Juul Pods Mango 5%,279.020000
Juul Pods Virginia Tobacco 5%,279.020000
Juul Pods Mint 5%,279.020000
Juul Pods Creme 5%,279.020000
OOA PR MarlboroGoldFTB20's Fr Aqua Hrt Purified 500ml,86.070000
OOA PR MarlboroGoldFTB20's Fr Aqua Hrt Mineral 500ml,86.070000
OOA PR MarlboroRedFTB20's Fr Aqua Hrt Purified 500ml,86.070000
OOA PR MarlboroRedFTB20's Fr Aqua Hrt Mineral 500ml,86.070000
Chung Hwa Red FTB 20's,294.642800
Double Happiness Red FTB 20's,95.089200
COO Golden Hue,93.750000
COO Blue Hue,93.750000
COO Oriental Hue,93.750000
Cricket Elec Simplicity,31.430000
Cricket Mini Simplicity,14.190000
Cricket Orig Simplicity,17.750000
Cricket Pocket Simplicity,28.580000
OOA Cricket SMPI Firepower T18's,74.255100
IND Fortune International Menthol 100's SP 20s,40.178600
Fortune IntlOrigFTB 20s,78.036000
Fortune TriblBlueLbelRCB 20s,78.036000
Marlboro Black Menthol KS FTB 20s,86.071000
Marlboro Ice Blast Mega 20's,86.071000
OOA Marlboro Gold KS FTB 10s,27.680000
Marlboro Gold KS SP 20s,83.393000
OOA Marlboro White Menthol KS FTB 10s,26.740000
IND Marlboro White Menthol KS SP 20s,66.071400
IND Marlboro White Menthol KS FTB 20s,68.750000
OOA Marlboro Red KS FTB 10s,26.740000
Marlboro Red KS SP 20s,83.393000
OOA Mighty Menthol 100's Class A Cigar White,33.267900
OOA Mighty Prm Tobac Full FlvrKing S20 Cigar,33.267900
OOA MIGHTY MENTHOL 100's SFP,60.270000
OOA Mighty Prm TobacFullFlvrKingS20CigarBlck,33.267900
OOA Mild Seven Option 20 Class A Cigarettes,53.875400
OOA Mild Seven Lights Menthol 20Class ACigar,53.875400
IND Philip Morris Menthol 100's SP 20s,88.392900
OOA Mighty Menthol 100's Class A Cigar Green,-1.000000
Winston ExtremeMintCPB 20s,60.482341
IND Winston Extreme Mint SP 20s,60.213374
Winston FrshXspressionPressOn20Cigar,51.103100
IND Winston Lights SP 20s,60.193535
OOA Lucky Strike Fresh FT20s,38.810000
OOA Lucky Strike Red FT20s,32.350000
OOA Lucky Strike Menthol FT20s,38.812500
OOA Pall Mall Menthol FT20s,28.880000
OOA Pall Mall Red FT20s,28.880000
IND Chesterfield Rich KS RCB 20s,43.116129
IND Chesterfield Mint KS RCB 20s,44.570722
OOA Champion Mild Menthol KS SP,33.267900
OOA Pall Mall Menthol Boost Ft 20s,35.151800
IND Winston Filters SP 20s,60.127577
Winston FiltersCPB 20s,60.223200
OOA Winston Full Flavor FTB 10s,-1.000000
Winston LightsCPB 20s,60.223200
OOA Marlboro Black Menthol KS FTB 10's,-1.000000
OOA Hope Menthol 100s SP 20s,36.044600
IND Chesterfield Blue KS RCB 20s,44.553600
OOA Eraser Pntl Tw Zeh03(60s)xsml T63R01ZH03,9.880000
OOA Stapler Orns CH JJ40171 (3pcs / set),46.710000
OOA Tape-Packagin Clear Orns 48mmx30m,16.570000
OOA Stamp Pad Orns Th#2:Blk,43.360000
OOA Stamp Pad Orns Th#3Blk,33.310000
OOA Stamp Pad Ink Orns TH(30cc)Blk,19.920000
OOA Clip Binder Pins Ch JJ360 (88pcs/set),36.660000
OOA Hiliter AvntiCh H2291 Twin: F-Orn (fncy),13.230000
Globe AMAX 50K,0.862800
Globe Autoload Max (1),0.862800
Globe Autoload Max (2),0.862800
OOA TM Easy Plan Sim Card,66.960000
Smart CTC 100,82.140000
Smart CTC 300,246.430000
Smart CTC 500,410.710000
TNT 100,82.140000
TNT 300,246.430000
Sun CTC Card 50,41.070000
Sun CTC Card 150,123.210000
SMART LTE SIM,17.860000
Smart BRO LTE Sim,27.135774
TNT Sim,13.390000
Sun Superloaded Sim,16.960000
Smart E-load 50K,0.870000
Sun E-Load 50K,0.870000
Smart Electronic Load,0.870000
Sun Electronic Load,0.860000
TNT Electronic Load,0.870000
Sun CTC Card 300,246.430000
Meralco Kuryente Load,0.870000
Cignal HD Load,0.848200
OOA Smart Sim + P60 Eload Free Brownie,80.104600
OOA Smart Sim + P100 Eload Free Brownie,114.904600
OOA TNT Sim + P60 Eload Free Brownie,-1.000000
OOA TNT Sim + P100 Eload Free Brownie,-1.000000
OOA Sun Sim + P60 Eload Free Brownie,-1.000000
OOA Sun Sim + P100 Eload Free Brownie,-1.000000
OOA Smart P300 Eload Free Bamboo Charcoal Sw,274.613925
OOA Sun P300 Eload Free Bamboo Charcoal Swir,274.613925
OOA Smart P500 Eload Free 1 pc Chicken,575.989409
OOA Sun P500 Eload Free 1 pc Chicken,632.608045
OOA Smart CTC 300 Free Bamboo Charcoal Swirl,260.043925
OOA TNT 300 Free Bamboo Charcoal Swirl,-1.000000
OOA Sun CTC Card 300 Free Bamboo Charcoal Sw,260.043925
OOA Smart CTC 500 Free 1 pc Chicken,530.376347
SMART WIFI LOAD CARD 20,16.428500
SMART WIFI LOAD CARD 50,41.071400
OOA SMART CTC 500 FREE CHICKEN KATSU MOZARELLA MAYO,436.710941
OOA SMART CTC 300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SMART CTC 300 FREE CORNETTO VANILLA,-1.000000
OOA SMART E-LOAD PHP300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SMART E-LOAD PHP300 FREE CORNETTO VANILLA,-1.000000
OOA SMART E-LOAD PHP500 FREE CHICKEN KATSU MOZARELLA MAYO,-1.000000
OOA SMART LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCO,-1.000000
OOA TNT LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCO,-1.000000
OOA SUN LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCOLATE,-1.000000
OOA TNT CTC 300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SUN CTC 300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SUN E-LOAD PHP300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SUN CTC 300 FREE CORNETTO VANILLA,-1.000000
OOA TNT CTC 300 FREE CORNETTO VANILLA,-1.000000
OOA SUN E-LOAD PHP300 FREE CORNETTO VANILLA,-1.000000
OOA Buy SMART LTE Sim+Php60Load Free ClassicBrownies,-1.000000
OOA Buy TNT LTESim+Php60Load Free ClassicBrownies,-1.000000
OOA Buy SUN LTESim+Php60Load Free ClassicBrownies,-1.000000
OOA Buy SMART CTC300 Free Ube Swirl,-1.000000
OOA Buy TNT CTC300 Free Ube Swirl,-1.000000
OOA Buy SUN CTC300 Free Ube Swirl,-1.000000
OOA Buy SMART CTC300 Free MilkCheese Swirl,-1.000000
OOA Buy TNT CTC300 Free MilkCheese Swirl,-1.000000
OOA Buy SUN CTC300 Free MilkCheese Swirl,-1.000000
OOA Buy SMART CTC500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy SMART CTC500 Free ChickenKatzuCheesyBacon1rice,437.317000
OOA Buy SMART Load300 Free Ube Swirl,-1.000000
OOA Buy TNT Load300 Free Ube Swirl,-1.000000
OOA Buy SUN Load300 Free Ube Swirl,-1.000000
OOA Buy SMART Load300 Free MilkCheese Swirl,-1.000000
OOA Buy TNT Load300 Free MilkCheese Swirl,-1.000000
OOA Buy SUN Load300 Free MilkCheese Swirl,-1.000000
OOA Buy SMART Load500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy TNT Load500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy SUN Load500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy SMART Load500 Free ChickenKatzuCheesyBacon1rice,461.803800
OOA Buy TNT Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000
OOA Buy SUN Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000
PayMaya EMV Card,160.714000
GCash MasterCard,89.286000
PR Smart CTC 500 free E-load 30,410.714300
OOA Smart E-load 500 Free 30 E-load,410.714000
OOA TNT CTC 500 Free 30 E-load,410.714000
OOA TNT E-load 500 Free 30 E-load,433.036000
OOA Sun E-load 500 Free 30 E-load,433.036000
OOA Smart CTC 700 Free 50 E-load,575.000000
OOA Smart E-load 700 Free 50 E-load,606.250000
OOA TNT CTC 700 Free 50 E-load,606.250000
OOA TNT E-load 700 Free 50 E-load,606.250000
OOA Sun E-load Free 50 E-Load,606.250000
PR Smart LTE Sim free Vanilla Swirl,17.857100
PR TNT LTE Sim free Vanilla Swirl,13.393000
OOA Sun Sim Free Swirl,16.964000
Smart Electronic Load (Php30),25.982000
TNT Electronic Load(Php30),25.982000
Sun Electronic Load (Php30),25.982000
PR Smart CTC 100 x5 free E-load 30,82.142900
PR TNT CTC 100 x5 free E-load 30,82.142900
PR TNT CTC 100 x2 + CTC 300 free E-load 30,82.142900
PR Smart CTC 100 x4 + CTC 300 free E-load 50,246.428600
PR TNT CTC 100 x4 +CTC 300 free E-load 50,246.428600
Globe 100 Call Card,82.140000
Globe 300 Call Card,243.750000
Globe 500 Call Card,406.250000
Globe Sim Card,17.860000
OOA Tattoo Sim Card,17.860000
TM 100 Call Card,82.140000
TM 300 Call Card,243.750000
TM 50 Call Card,41.070000
TM Sim Card,12.500000
12oz RIPPLED COFFEE CUP BROWN W/ LID,3.616100
(IN-ACTIVE) 12OZ PAPER CUP,1.100000
(IN-ACTIVE) 16OZ PAPER CUP,1.290000
(IN-ACTIVE) 22OZ PAPER CUP,1.490000
(IN-ACTIVE) CHICKEN BUCKET,12.053500
(IN-ACTIVE) PET Cold Cups 16Oz 100's w/ design,2.370000
(IN-ACTIVE) PET Flat Lids #16 100's w/ design,0.562500
(IN-ACTIVE) COFFEE CUP W/ LIDS 12OZ,2.232100
(IN-ACTIVE) 8oz paper cup plain,0.982100
OOA Lawson Tray#01 Tamago Maki & Kani Sushi (C),75.892800
OOA Lawson Tray#02 California Maki (C),75.133900
OOA Lawson Tray#03 Mixed Teka/California/Kani Maki,75.133900
OOA Lawson Tray#04 Kani/Tamago Maki,75.133900
OOA Hawaiian Delight Medium,140.625000
OOA Hawaiian Delight Large,164.732100
OOA Pure Beef Special Medium,140.625000
OOA Pure Beef Special Large,164.732100
OOA Pepperoni N' Mushroom Medium,140.625000
OOA Pepperoni N' Mushroom Large,164.732100
OOA Pizza Promo P299,240.267900
OOA Pizza Promo P399,320.625000
OOA Buy One Take One Large Pizza,159.910700
Pork/Chicken Meal,48.491301
Beef/Seafood Meal,58.312801
Breakfast Meal P69,46.570700
Pork/Chicken Meal RM,42.857100
Beef/Seafood Meal RM,52.678600
OOA Merienda Meal,48.748700
2 Pork/Chicken Meal,78.001200
2 Beef/Seafood Meal,90.707200
2 Beef / Chix or Pork Meal,84.010200
2 Seafood/ Chix or Pork Meal,84.010200
Breakfast Meal P59,44.338500
Breakfast Viand RM P59,37.946400
Soup for Karinderia w/ Unli Rice,10.714300
Soup for Fried Foods w/ Unli Rice,10.714300
OOA Merienda Meal P39,-1.000000
Merienda Meal P49,35.000000
OOA Quorn Gising Gising P79,53.138340
OOA Quorn Beef Picadillo P79,53.138340
OOA Quorn Tortang Talong P79,53.138340
OOA Quorn Chicken Style Pastel P79,53.138316
OOA Quorn Burger Steak P79,53.138230
OOA Quorn Gising Gising 50% off,53.138340
OOA Quorn Beef Picadillo 50% Off,53.138340
OOA Quorn Tortang Talong 50% Off,53.138340
OOA Quorn Chicken Style Pastel 50% Off,53.138340
OOA Quorn Burger Steak 50% Off,-1.000000
OOA Quorn Tortang Talong RM,46.875000
OOA Quorn Burger Steak RM,46.875000
OOA Quorn Chicken Style Pastel RM,46.875000
OOA Quorn Gising Gising RM,46.875000
OOA Quorn Picadillo RM,46.875000
Ailesi Chocolate 3-pc heart shaped 38g,37.188000
OOA Ailesi Chocolate 5-pc heart shaped 62.5g,47.053600
Ailesi Milk Chocolate Bar 20G,9.110000
OOA Dutche Merry Christmas Gift Box,37.946400
OOA Dutche Happy Holiday Box,37.946400
OOA Dutche Christmas Bag Box,37.946400
OOA Dutche Christmas Basket,98.660700
Dutche Valentine Pouch,37.946400
Dutche Valentine Happy Bear,75.900000
Dutche Valentine Bear Basket,75.900000
Dutche Premium Square Chocolate 60g,40.980000
Dutche Rectangle Chocolate 60g,40.980000
Dutche Easter Egg Pail,-1.000000
Dutche Easter Egg in Tray,-1.000000
OOA Dutche Mother's Day Heart Box,37.950000
OOA Dutche Mother's Day Love Box,37.950000
Dutche Mother's Day Red Ribbon Box,37.950000
Dutche Mother's Day Premium Bar Box 500g,151.790000
Dutche Mango Coated with Chocolate 63g,40.223300
Dutche Buco/Coconut Coated with Chocolate 63g,40.223300
Dutche Dark Chocolate with Stevia 63g,40.223300
Dutche Halloween Pouch,-1.000000
Dutche Halloween Pumpkin,-1.000000
Dutche Halloween Pail,-1.000000
OOA Dutche Christmas Seasonal Box,37.946400
OOA Dutche Christmas Holiday Box,37.946400
OOA Dutche Christmas Pouch,37.946400
OOA Dutche Push Cart,113.839300
OOA Dutche Christmas Socks,37.946400
OOA Dutche Premium Bar Box,151.785700
OOADutche HeartRose Box,37.950000
OOADutche Love Box,37.950000
OOADutche RdRibbon Box,37.950000
OOADutche PremBarBox 500g,159.380000
OOADutche ValSeasonal Pail,53.130000
OOADutche HeartShpd Pack,37.950000
Dutche Gold Coins,18.210000
Dutche Premium Chocolate Candies,19.730000
OOADutche Hallwn Box,37.946400
OOADutche Hallwn Pumpkin,37.946400
OOADutche ChristmasLntern Box,37.946400
OOADutche MerryChrstms Box,37.946400
OOADutche Christmas Pouch,37.946400
OOADutche Chrstms Socks,37.946400
OOADutche Bag Box,37.946400
OOADutche ChristmsCtdBisct Lrge,79.687500
OOADutche Hallwn Pail,53.125000
OOADutche Hallwn Bucket,91.071000
OOA Turning Points,249.375000
OOA Bandera,6.250000
Bridgetech IOS Super Cable Black,184.375000
Bridgetech Micro Super Cable Black,184.375000
Bridgetech Type-C Super Cable Black,184.375000
Bridgetech IOS Super Cable White,184.375000
Bridgetech Micro Super Cable White,184.375000
Bridgetech Type-C Super Cable White,184.375000
Hair Pin,10.625000
OMNI DUAL PORTABLE EXT. CORD 3M,0.000000
OMNI PUSH THROUGH SOCKET EXT. 3M BLISTER,0.000000
OMNI PUSH THROUGH SOCKET EXT 6M BLISTER,0.000000
UNIVERSAL ADAPTOR,0.000000
PANASONIC CFL - 5W 2U COOL DAYLIGHT,0.000000
PANASONIC CFL - 11W 3U COOL DAYLIGHT,0.000000
PANASONIC CFL - 8W 3U SOFT WARM,0.000000
PANASONIC CFL - 8W SPIRAL COOL DAYLIGHT,0.000000
PANASONIC CFL - 14W SPIRAL COOL DAYLIGHT,0.000000
MEGA 1 BUTANE GAS 227G,0.000000
KONICE BUTANE GAS LIGHTER,0.000000
WIPEOUT,0.000000
ZEBRA 65 BOTTLE CONTACT CEMENT,0.000000
SUREBOND CONTACT CEMENT 350ML,0.000000
PIONEER MIGHTY BOND SINGLES 3G,0.000000
PIONEER MIGHTY BOND BOTTLE 10G,0.000000
PIONEER MIGHTY BOND SAKTO 1GRAMS,0.000000
PIONEER ELASTOSEAL SEALANT PISIL 250G,0.000000
MASTERBOND LIQUID SUPER GLUE 3GRMS BP,0.000000
MASTERBOND LIQUID SUPER GLUE 1GRM BP,0.000000
CHAMOIS CLEAN,0.000000
MAGIC TOWEL,0.000000
PLASTIC ROPE GREY 1 KILO,0.000000
ELECTRIC TAPE BIG,0.000000
CLEAR PACKAGING TAPE 2X30M,0.000000
TAN PACKAGING TAPE 2X30M,0.000000
BLACK&DECKER STD SHKL PODLOCK3 CP20MM,0.000000
BLACK&DECKER STD SHKL PODLOCK3 CP25MM,0.000000
BLACK&DECKER STD SHKL PODLOCK3 CP30MM,0.000000
DUCT TAPE,0.000000
PODLOCK SMALL,0.000000
PODLOCK MEDIUM,0.000000
M/L Slippers,74.375000
OOA Nail Polish,16.250000
OOA Ladies Slippers #2,143.130000
OOA Men Slippers #2,143.130000
OOA Charlotte Beauty Implement,25.000000
Face Mask Premium Disposable 2's,16.250000
Face Mask Cloth,43.750000
Face Mask Reg Disposable 3's,16.250000
IND Coolmist Hand Sanitizer 60mL,31.093800
Coolmist Hand Sanitizer 60mL-Citronella,43.593800
Men's Comb,10.625000
Ponytail Wire Black,16.875000
Ladies Comb,16.875000
Hair Net,16.875000
2's Ponytail,20.000000
Ponytail w/ Beads,35.625000
Wooded Hairbrush,35.625000
Ponytail Velvet,20.000000
Rubberband Black,20.000000
Rubberband Colored,20.000000
Comb Colored Big,20.000000
Ladies Hairclip Black,20.000000
Clams Brown Small,20.000000
Shoe Clams,26.250000
IND Ear Cleaner,18.750000
Safety Pins,16.250000
Sewing Kit (cs),18.750000
Sewing Kit,16.250000
Cuticle Remover,18.750000
Nail Polish Remover,18.750000
Nail Cutter,25.000000
3's Ponytail,26.250000
Hanky,31.250000
Stockings,43.750000
Slippers #1,43.750000
Panty,18.750000
Foot Cover,18.750000
OOA Slippers #2,43.750000
Folded Umbrella,124.380000
Long Umbrella,149.380000
Socks,25.000000
Face Towel,18.750000
OOA P-Lead Pntl Jp C25(30S)0.5Hbx60Mm,43.360000
OOA Pmech Avnti Ch Sf299(blk) 0.5,8.540000
OOA Pmech Avnti Ch Sf299(Blu) 0.5,8.540000
OOA Pmech Avnti Ch Sf299(Pink) 0.5,8.540000
OOA Blpn Avnti Ch LT615 Twist Blk(0.7),3.180000
OOA Blpn Avnti Ch LT615 Twist Red(0.7),3.180000
OOA Blpn Avnti Ch LT615 Twist Blu(0.7),3.180000
OOA Blpn Avnti Ch Sf983 Click Blk(0.7),5.190000
Philippine Star News Paper,12.857100
Pilipino Star Ngayon,6.428600
Pang Masa(PM),6.428600
BusinessWorld,16.741100
Business Mirror,15.625000
Pilipino Mirror,6.250000
Phil. Graphic,46.875000
Cook Magazine,62.500000
OOA Starling Ruler,9.877200
Philippine Daily Inquirer Mon-Sat,12.500000
Philippine Daily Inquirer Sunday,12.500000
Going Places,75.000000
OOA NB Wrtg Orn 5.8x7.8 HK 80s,19.250000
OOA NB Comp Orn 5.8x7.8 HK I 80s,19.250000
OOA NB Wrtg Orn 5.8x7.8 C Coding 80s,15.900000
OOA NB Comp Orn 5.8x7.8 Big Hero 80s,15.900000
OOA NB Comp Orn 5.8x7.8 Cars 80s,15.900000
OOA NB Spr Orn 5.8x7.8 Cattitude 80s,15.900000
OOA NB Comp Orn 5.8x7.8 Ever After High 80s,15.900000
OOA NB Yarn Orn 5.8x7.8 Yarnstripes 80s,15.900000
OOA NB Memo Orn 4x6 F Quotes 80s,11.220000
OOA NB Memo Orn 4x6 PP 80s,11.220000
The Manila Times,12.500000
Hallmark Xmas Gift Wrap Roll 3in1,24.687500
Hallmark Xmas Gift Card,9.375000
Hallmark Xmas Handle Bag Contemporary Big,35.473200
Hallmark Xmas Handle Bag Contemporary Small,27.973200
Hallmark Xmas Handle Bag Contemporary Tiny,17.973200
Hallmark Xmas Bottle Bag Contemporary Big,27.973200
Hallmark Xmas Bottle Bag Contemporary Mini,22.348200
OOA Bio Data 5s,9.380000
OOA Chalk,10.630000
Clear Tape 1inch,15.630000
OOA Correction Fluid,32.500000
Correction Tape,18.130000
OOA Crayons 16s,33.750000
Envelope Short,2.500000
File Folder Long,5.630000
File Folder Short,5.000000
HBW Ballpen Black,8.130000
HBW Ballpen Blue,8.130000
HBW Ballpen Red,8.130000
HBW Highlighter YG/O,13.750000
OOA HBW Mech Pencil,26.250000
HBW Permanent Marker Black,15.630000
Long Letter Envelope 10s,11.880000
Long Plastic Envelope,9.380000
Manila Paper 2s,6.250000
Masking Tape 1inc,11.880000
OOA Noyebook Yarn,18.750000
Paper Clip 33mm,10.000000
OOA Paste in Tube 6g,3.750000
Pencil Sharpener,5.630000
Plastic Folder with Slide Long,8.130000
Plastic Folder with Slide Short,7.500000
Short Letter Envelope 10s,8.750000
Slide Folder Blue Long,8.130000
Slide Folder Blue Short,6.880000
Steno Pad 60s,21.880000
OOA Thumbtacks,10.630000
Typewriting Long 20s,21.880000
Typewriting Short 20s,19.380000
OOA Yellow Pad Paper 20s,11.250000
Elmer's Glue 40g,18.750000
EARPHONEMC-007E,62.500000
EARPHONEMC-008E,62.500000
EARPHONEMC-009E,62.500000
EARPHONE W/ MICMC-001C,187.500000
EARPHONE W/ MICMC-015A,187.500000
EARPHONE W/ MICMC-022E,250.000000
EARPHONE W/ MICMC-024E,250.000000
EARPHONE W/ MICMC-006E,250.000000
EARPHONE W/ MICMC-042E,250.000000
EARPHONE W/ MICMC-043E,250.000000
EARPHONE W/ MICMC-044E,250.000000
