itemCode,itemDescription,averageCost,supplier,assortmentType
03310030005261,OOA PR  J&J Piattos Cheese 85g,22.142900,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310030005263,OOA PR  J&J Piattos Nacho Pizza 85g,22.142900,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310030005264,OOA PR  J&J Piattos Roadhouse BBQ 85g,22.142900,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310030005266,OOA PR  J&J Piattos Sour Cream & Onion 85g,22.142900,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310030005267,OOA PR  J&J Piattos Roast Beef 85g,22.142900,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310030005298,Fitness Choc CerBr 23.5g,20.269106,Nestle Philippines,In assortment
03310030005299,Koko Krunch CerBr 25g,16.232100,Nestle Philippines,In assortment
03310030005300,Milo CerealBar 23.5g,16.232100,Nestle Philippines,In assortment
03310030005373,J&J Magic Chips BBQ 100g,17.860000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005374,J&J Magic Chips Cheese 100g,17.857100,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005377,J&J Cream-O Choco Fudge 33g,5.580400,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005378,J&J Quake Overload White Choco 30g,5.220000,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005379,J&J Presto Choco 80g,10.758900,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005438,J&J Mang Juan Klasik 90g,14.151800,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005439,J&J Nova Classic Crunch 78g,22.142900,UNIVERSAL ROBINA CORPORATION,In assortment
03310030005441,**PikNik WhiteCheddar 170g,111.607100,EMPERADOR DISTILLERS, INC.,In assortment
03310030005442,**PikNik SrirachaRanch 170g,111.607100,EMPERADOR DISTILLERS, INC.,In assortment
03310060000173,OOA Cebu Dried Green Mango Balls 100g,50.440000,Puregold,Out of assortment
03310060000174,OOA Philippine Dried Mango Chips 100g,43.430000,Puregold,Out of assortment
03310060000175,OOA Philippine Dried Mango Sliced 100g,85.040000,Puregold,Out of assortment
03310060000445,OOA Arcor Formis Ben10 108g,27.370000,Puregold,Out of assortment
03310060000446,OOA Arnott's Tim Tam Wafer Vanilla 80g,38.880000,Puregold,Out of assortment
03310060000448,OOA Besuto Food Corp Prawn Crackers 250g,30.310700,Puregold,Out of assortment
03310060000449,OOA Besuto Onion & Garlic Crackers 250g,31.470000,Puregold,Out of assortment
03310060000450,OOA Big Munch Cheese 110g,15.340200,Puregold,Out of assortment
03310060000451,Bingo Double Choco Slugs 75g,12.541313,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000452,Bingo OrangeCkie 75g,12.350458,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000453,OOA Boy Bawang Adobo 100g,13.705400,KSK FOOD PRODUCTS,Out of assortment
03310060000454,OOA Boy Bawang Cornick  Adobo 30g,4.687500,Puregold,Out of assortment
03310060000455,OOA Boy Bawang Cornick  Garlic 30g,4.687500,Puregold,Out of assortment
03310060000456,Boy Bawang Garlic 100g,13.705499,KSK FOOD PRODUCTS,In assortment
03310060000457,Boy Bawang Hot Garlic 100g,13.705674,KSK FOOD PRODUCTS,In assortment
03310060000458,Boy Bawang Chili Cheese 100g,13.705494,KSK FOOD PRODUCTS,In assortment
03310060000459,OOA Boy Bawang Cornick Hot Garlic 30g,4.687500,Puregold,Out of assortment
03310060000468,OOA Champola Chocolate Belge 30g,11.470000,Puregold,Out of assortment
03310060000469,OOA Champola Chocolate 60g,14.820000,Puregold,Out of assortment
03310060000470,INDCupp KeykChsyTopps 37g,4.875176,SUNCREST FOODS INCORPORATED,In assortment
03310060000471,Cheetos Cheddar Jalapeno Crunchy 226.8g,115.540000,Benby Enterprises, Inc.,Indepletion
03310060000473,Cheetos Crunchy Cheese 226.8g,115.539643,Benby Enterprises, Inc.,In assortment
03310060000474,Leslie Cheezy Corn Crunch Red Hot 70g,16.695999,LESLIE CORPORATION,In assortment
03310060000475,J&J MangJuan Sukang Paombong 90g,14.151796,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000476,J&J MangJuan Sukat Sili 90g,14.151813,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000477,OOA Chicharritos Garlic & Vinegar 35g,26.740000,Puregold,Out of assortment
03310060000478,OOA Chicharritos Garlic & Vinegar 75g,53.530000,Puregold,Out of assortment
03310060000479,OOA J&J Chippy BBQ 27g,4.910700,Puregold,Out of assortment
03310060000480,J&J Chippy Chili & Cheese 110g,16.470000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000481,OOA J&J Chippy Chili & Cheese 27g,4.910700,Puregold,Out of assortment
03310060000482,J&J Chippy Garlic & Vinegar 110g,16.470007,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000483,OOA J&J Chippy Garlic & Vinegar 27g,4.910000,Puregold,Out of assortment
03310060000484,J&J Chippy Mild & Tasty 110g,16.469999,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000485,OOA Chips Ahoy! Original 38g,14.870000,Puregold,Out of assortment
03310060000486,Chips Delight Stripes70g,19.539999,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310060000487,Chips DelightStrpdCappuccino 70g,17.860102,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310060000490,Cupp Keyk Choco Topps 37g,5.283103,SUNCREST FOODS INCORPORATED,In assortment
03310060000503,Leslie Clover Cheese 95g,21.759000,LESLIE CORPORATION,In assortment
03310060000504,Leslie Clover Chips Cheese 60g,14.196031,LESLIE CORPORATION,In assortment
03310060000505,OOA Clover Chips Cheesier 165g,32.633900,Puregold,Out of assortment
03310060000516,Cream-O Choco 90g,16.560000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000519,Ding Dong Mixed Nuts Hot & Spicy 100g,14.370088,JBC FOOD CORPORATION,In assortment
03310060000520,DingDong MixedNuts 100g,14.370093,JBC FOOD CORPORATION,In assortment
03310060000521,OOA Ding Dong Mixed Nuts Hot&Spicy 1x20 7g,15.714300,Puregold,Out of assortment
03310060000522,OOA Ding Dong Mixed Nuts 1x20 7g,15.714300,Puregold,Out of assortment
03310060000523,Doowee DonutWhtChocow/MilkyCrm 40g,6.280025,SUNCREST FOODS INCORPORATED,In assortment
03310060000524,Doritos Nacho Cheese 198.4g,115.371766,Benby Enterprises, Inc.,In assortment
03310060000525,Doritos Nacho Cheesier 65g,37.719999,Benby Enterprises, Inc.,In assortment
03310060000526,OOA Doritos Nacho Cheesier 31.8g,17.230000,Puregold,Out of assortment
03310060000527,Doritos Smokin BBQ 198.4g,115.539986,Benby Enterprises, Inc.,In assortment
03310060000528,Doritos Taco 198.4g,115.539999,Benby Enterprises, Inc.,In assortment
03310060000529,Doritos Taco 65g,37.719968,Benby Enterprises, Inc.,In assortment
03310060000608,Fitbar Chocolate 25g,17.681468,ECOSSENTIAL FOODS CORP.,In assortment
03310060000609,INDFibisco ChcoChps 200g,37.500109,COMMONWEALTH FOODS, INC.,Indepletion
03310060000610,Fitbar Fruits 25g,17.679833,ECOSSENTIAL FOODS CORP.,In assortment
03310060000614,Fita Crackers 150g,24.991354,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000615,M.Y. Fita Crackers 80g,12.391000,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000617,INDFibisco ChcoMllows 100g,24.459997,COMMONWEALTH FOODS, INC.,Indepletion
03310060000618,FMC PrimaToast 100g,18.357000,MAGNOLIA INC.,In assortment
03310060000623,Fudgee BarChocolate 42g,4.879423,SUNCREST FOODS INCORPORATED,In assortment
03310060000624,Galinco Mini ChocolateChip Cookies 35g,8.010001,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310060000625,Galinco Rainbow Cookiesw/Choco 80g,17.885271,GRAND ALPHATECH INTERNATIONAL CORP.,In assortment
03310060000627,GG Tortillos BBQ 100g KVI,16.470168,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000628,OOA Glico Pocky Choco Banana Flavour 25g,20.312500,Puregold,Out of assortment
03310060000629,OOA Glico Pocky Chocolate Flavor 47g,25.892900,Puregold,Out of assortment
03310060000630,OOA Glico Pocky Milk Flavour  25g,20.312500,Puregold,Out of assortment
03310060000631,OOA Glico Pocky Strawberry Flavour 45g,25.892900,Puregold,Out of assortment
03310060000632,OOA Glico Pretz Sour Cream & Onion 36g,21.473200,Puregold,Out of assortment
03310060000633,OOA Goldilocks Popcorn 35g,10.812100,Puregold,Out of assortment
03310060000649,OOA Goya Pretzel Twists Dark Choco 28g,5.535700,Puregold,Out of assortment
03310060000652,OOA Goya Pretzel Twist Cream White 28g,5.050000,Puregold,Out of assortment
03310060000653,Growers Garlic Peanuts  80g,29.100005,Centro Asia Distribution Inc.,In assortment
03310060000654,OOA Growers Garlic  Peanuts 1x20 8g,33.392900,Puregold,Out of assortment
03310060000659,OOA Hansel Premium Peanut Butter128g,30.017111,REPUBLIC BISCUIT CORPORATION,Out of assortment
03310060000660,OOA Happy Peanuts Garlic 100g,23.940000,JBC FOOD CORPORATION,Out of assortment
03310060000672,Hi-Ho Crunchy Nuts BBQ 70g,11.009999,JBC FOOD CORPORATION,In assortment
03310060000673,J&J Chippy BBQ Family 100g,16.470000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000674,J&J Chiz Curls 55g,13.210000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000675,J&J Mr. Chips Nacho 100g,15.760000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000676,IND J&J Nova Country Cheddar Flavor 40g,9.820000,UNIVERSAL ROBINA CORPORATION,Indepletion
03310060000677,J&J Nova CntryCheddar Flvor 78g KVI,22.140000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000678,OOA J&J Nova Homestyle BBQ 40g,9.820000,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310060000679,J&J Nova Homestyle BBQ 78g,22.140010,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000680,OOA J&J Piattos Cheese 40g,9.598200,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310060000681,J&J Piattos Cheese 85g KVI,22.140000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000682,J&J Piattos Nacho Pizza 85g,22.140000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000683,J&J Piattos Roadhouse BBQ 85g,22.140000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000684,J&J Piattos Sour Cream & Onion 85g,22.140000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000685,J&J Potato Chips BBQ 65g,22.140000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000686,J&J V Cut Spicy BBQ 60g KVI,22.140002,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000687,J&J Roller Coaster Cheddar Cheese 85g,16.470000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000688,J&J Tostillas Nacho Cheese 72g,22.140078,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000689,OOA J&J V Cut Spicy BBQ 25g,9.550000,Puregold,Out of assortment
03310060000691,J&J Chocolate Pretzels 40g,8.260000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000692,J&J Cream-O Cakewich 25g,4.840000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000693,J&J Cream-O Choco Chip Cookies 36g,6.410678,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000694,OOA J&J Espesyal Mamon De Leche 30g,5.910000,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310060000695,Hello CoatedVanilla15g,3.220000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000697,OOA J&J Potato Chips BBQ 22g,9.196100,Puregold,Out of assortment
03310060000698,J&J Quake Bars - Chocolate 38g,4.840000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000699,Quake BarsVanilla 38g,4.839990,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000700,J&J Quake Overload Mocha But 30g,4.840000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000702,J&J Cream-O Vanilla Choco Cookies 30g,5.151800,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000703,J&J Dewberry Blueberries 'n Cream 33g,5.151800,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000704,OOA J&J Fun Fries BBQ 22g,3.840000,Puregold,Out of assortment
03310060000705,OOA J&J Fun Fries Cheese 22g,3.840000,Puregold,Out of assortment
03310060000706,IND J&J Magic Junior Crackers 16g,1.960000,Puregold,Out of assortment
03310060000707,J&J Presto Creams Choco Cookies 30g,4.015571,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000710,OOA JBC Happy Peanuts Garlic 1x20 6g,15.714300,Puregold,Out of assortment
03310060000711,OOA J&J Chicharon MangJuan-SukangPaombong26g,4.690000,Puregold,Out of assortment
03310060000712,OOA J&J Chiz Crispers 60g,13.660700,UNIVERSAL ROBINA CORPORATION,Out of assortment
03310060000713,J&J Dewberry Strawberries N Cream 33g,5.151800,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000714,J&J Pic-A Overload 180g KVI,35.709996,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000715,J&J Pic-A Ultimate Cheddar 180g KVI,35.710000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000716,OOA Jolly Time Mic Popcorn Ched Cheese 99g,28.180000,Puregold,Out of assortment
03310060000717,OOA Jolly Time Bttrlcious LightBtr PopCrn85g,33.300000,Puregold,Out of assortment
03310060000721,OOA Keebler M&M's Bite Size Cookies 45g,25.360000,Puregold,Out of assortment
03310060000722,OOA Kettle Korn Sweet 'n Salty 40g,10.760000,Puregold,Out of assortment
03310060000723,OOA Kettle Korn Butterlicious 40g,10.760000,Puregold,Out of assortment
03310060000724,OOA Kettle Korn Cheese 40g,10.760000,Puregold,Out of assortment
03310060000729,Knick Knacks Choco 50g,13.000000,Delfi Marketing Inc.,In assortment
03310060000730,OOA Knick Knacks Choco on Choco 62g,12.589300,Puregold,Out of assortment
03310060000731,Knick Knacks Milk 50g,13.083198,Delfi Marketing Inc.,In assortment
03310060000732,Lotte Koala Chocolate Biscuits 37g,26.785699,Lotte Confectionery Pilipinas, Corp,In assortment
03310060000733,Lotte Koala Strawberry Biscuits 37g,26.785700,Lotte Confectionery Pilipinas, Corp,In assortment
03310060000735,OOA Kornets Natural Flavored Corn Cones 75g,19.107100,Puregold,Out of assortment
03310060000736,OOA La Luisa Butter Cookies 250g,51.340000,Puregold,Out of assortment
03310060000737,OOA LaLa Fish Crackers Salt & Vinegar 100g,16.960000,Puregold,Out of assortment
03310060000738,OOA LaLa Fish Crackers Sweet Chili 100g,16.960000,Puregold,Out of assortment
03310060000739,OOA LaLa Squidee Sweet & Spicy 100g,16.960000,Puregold,Out of assortment
03310060000740,OOA Laura's Egg Cracklets 75g,19.196400,Puregold,Out of assortment
03310060000741,OOA Laura's Manna Buttered Toast 200g,39.290000,Puregold,Out of assortment
03310060000742,OOA Laura's Puto Seko 100g,19.196400,Puregold,Out of assortment
03310060000744,Lays Cheddar and Sour Cream 184.2g,119.729352,Benby Enterprises, Inc.,Indepletion
03310060000745,Lays  Classic 184.2g,119.732874,Benby Enterprises, Inc.,In assortment
03310060000746,Lays Sour Cream & Onion 184.2g,119.730656,Benby Enterprises, Inc.,In assortment
03310060000752,OOA Lays Taiwan Swiss Cheese 50g,38.210000,Puregold,Out of assortment
03310060000753,Lemon Square Cheesecake 30g,5.267996,BIG "E" FOOD CORPORATION,In assortment
03310060000754,OOA Leslies Farmer John Cheddar 90g,39.730000,Puregold,Out of assortment
03310060000755,OOA Leslies Cheezy Buffalo Wings 70g,15.669600,Puregold,Out of assortment
03310060000756,OOA Leslies Cheezy Jalapeno 70g,15.669600,Puregold,Out of assortment
03310060000757,Leslies Cheezy Outrageously Cheesy 70g,16.696238,LESLIE CORPORATION,In assortment
03310060000758,OOA Leslies Clover Chips BBQ 55g,14.150000,Puregold,Out of assortment
03310060000759,OOA Leslies Crispy Shrimp 100g,14.240000,Puregold,Out of assortment
03310060000760,OOA Leslies Cheezy Puffs Cheddar Cheese 55g,14.240000,Puregold,Out of assortment
03310060000761,OOA Leslies Cheezy Puffs Butter&Cheese 55g,14.241100,Puregold,Out of assortment
03310060000762,OOA Leslies Farmer John French Onion 55g,20.980000,Puregold,Out of assortment
03310060000763,OOA Leslies Wild Willys Chicharon 90g,40.220000,Puregold,Out of assortment
03310060000764,OOA Oishi Kirei Shrimp 20g,3.794600,LIWAYWAY MARKETING CORPORATION,Out of assortment
03310060000765,Loacker WaferNeapolitaner 45g,28.409362,Benby Enterprises, Inc.,In assortment
03310060000766,Loaded ChocoFilled 65g,9.540632,STATELINE SNACK FOOD CORPORATION,In assortment
03310060000767,Loaded White Choco Filled 65g,9.530506,STATELINE SNACK FOOD CORPORATION,In assortment
03310060000768,Pepero Almond 36g,41.071400,VALIANT DISTRIBUTION, INC.,In assortment
03310060000769,Pepero Original 47g,37.500000,VALIANT DISTRIBUTION, INC.,In assortment
03310060000776,M.Y. San Fita Crackers 30g,4.293000,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000777,M.Y. San Fita Spreadz Cheese 25g,4.517587,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000778,M.Y. San Fita Spreadz Spicy Tuna  25g,4.520000,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000779,Magic Chips Cheese 28g,4.780000,UNIVERSAL ROBINA CORPORATION,In assortment
03310060000781,OOA J&J MangJuan Chicharon Sukat Sili 26g,4.690000,Puregold,Out of assortment
03310060000782,OOA J&J MangJuan Chik'n Skin 16g,5.040000,Puregold,Out of assortment
03310060000787,OOA Margies Cakes & Pastries Banadas,48.210000,Puregold,Out of assortment
03310060000789,OOA McVitie's Digestives Milk Choco 200g,78.790000,Puregold,Out of assortment
03310060000791,OOA Meiji Hello Panda Chocolate 43g,18.880000,Puregold,Out of assortment
03310060000792,OOA Meiji Hello Panda Strawberry 35g,12.900000,Puregold,Out of assortment
03310060000793,OOA Meiji Hello Panda Chocolate 35g,12.900000,Puregold,Out of assortment
03310060000794,OOA Meiji Hello Panda Double Choco 35g,18.880000,Puregold,Out of assortment
03310060000796,OOA Meiji Yan Yan Double Cream 44g,23.620000,Puregold,Out of assortment
03310060000811,Moby Crunchy Chocolate 90g,15.289614,NUTRITIVE SNACK FOOD CORPORATION,In assortment
03310060000812,IND Monde Cream Puffs Chocolate 25g,9.023302,MONDE NISSIN CORPORATION (GROCERY),Indepletion
03310060000813,OOA Monde MY San Grahams Choco Crackers 225g,30.241100,MONDE NISSIN CORPORATION (GROCERY),Out of assortment
03310060000814,Monde Special Mamon Classic 40g,11.292948,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000815,Monde Special Mamon Mocha 40g,11.748080,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000816,Monde Special Mamon w/ChocoFilling48g,12.650899,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000817,Monde Voice Combo Choco 25g,4.215091,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000818,Monde Voice Overload 25g,4.224956,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000819,OOA Mr. Chips Nacho Cheese 26g,4.020000,Puregold,Out of assortment
03310060000820,OOA Mrs.Goodman Crossini Bavarian67g,10.850000,Puregold,Out of assortment
03310060000821,OOA Mrs.Goodman Crossini Bavarian38g,5.050000,Puregold,Out of assortment
03310060000822,Leslie Nacho Corn Chips BBQ 100g,16.338961,LESLIE CORPORATION,In assortment
03310060000823,OOA Nagaraya BBQ 40g,7.053600,Puregold,Out of assortment
03310060000824,OOA Nagaraya Garlic 40g,7.050000,Puregold,Out of assortment
03310060000825,OOA Nagaraya Hot & Spicy 40g,7.053600,Puregold,Out of assortment
03310060000826,OOA Nagaraya Original 40g,7.050000,Puregold,Out of assortment
03310060000827,Nagaraya BBQ 160g,25.630000,FOOD INDUSTRIES, INC.,In assortment
03310060000828,Nagaraya Garlic 160g,25.629507,FOOD INDUSTRIES, INC.,In assortment
03310060000829,Nagaraya Original 160g,25.630000,FOOD INDUSTRIES, INC.,In assortment
03310060000835,OOA Newton Lala Cassava Crisps Cheese 85g,21.880000,Puregold,Out of assortment
03310060000836,Nissin Bread Stix Cheese 130g,20.348201,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000837,Nissin Bread Stix 130g,21.072110,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000838,Nissin Eggnog Cookies 32g,5.998040,MONDE NISSIN CORPORATION (GROCERY),In assortment
03310060000839,OOA Nissin Yakisoba Spicy Chicken 59g,7.700400,Puregold,Out of assortment
03310060000840,Nutri Snack Cheez-It Cheese 95g,15.288657,NUTRITIVE SNACK FOOD CORPORATION,In assortment
