itemDescription,averageCost
OOA Albatross Mothballs 175g,40.888700
OOA Racumin Dust 20g,31.696900
OOA Ajax Cleanser Tri Ref 350g,19.369300
OOA Starwax Red 90g,12.500000
OOA Pledge Lemon 330mL,249.110000
OOA Omni Extension 3's 4m,212.280000
OOA Omni Univ Socket Adapter,53.348200
OOA Tan Packaging Tape 2x50m,44.420000
Bohem Pop,51.020400
Esse Pop,66.426334
Esse Menthol,66.178348
Esse Lights,61.609999
Liqun Premium,214.283386
Liqun Regular,96.428500
Modern Lights,41.789849
Modern Classic,42.566982
OOA DJ Mix Cyber Red,53.392900
OOA DJ Mix Strawberry Red,53.392900
OOA DJ Mix Apple Green,53.392900
OOA DJ Mix Yellow Lemon,53.392900
OOA DJ Mix Latte,53.392900
Marlboro Red KS FTB 20s,86.071003
Marlboro Premium Black KS RCB 20s,110.424305
OOA Fortune Tribal Red Label RCB 20s,60.714000
Fortune Tribal Mint Splash KS RCB 20s,50.662141
IND Marlboro Ruby Burst KS FTB 20s,75.446400
Marlboro Gold KS FTB 20s,86.071000
Mevius Original RCB 20's,73.400355
Mevius Lights RCB 20's,85.800000
Mevius Super Lights RCB 20's,85.653264
Mevius Option Duo RCB 20's,85.742784
Camel Filters CPB 20s,77.770000
Camel Lights CPB 20s,77.770000
IND Camel Max Mint CPB 100s,47.530587
Winston PurpleMintCPB 20s,60.223200
OOA Fortune Trib Mint Sp Tropical RCB 20s,45.535700
OOA Bohem Café Ice 20s,52.633900
OOA Bohem Café Orange 20s,52.633900
OOA Clipper Classic Flint Large Printed,20.982100
OOA Clipper Classic Flint Micro Regular,16.517900
OOA Clipper Brio Flint Regular,15.133900
Cricket Orig Blister Pack 2s,33.430000
OOA Marlboro Red FTB 2s+Electric Lighter,108.930000
OOA Marlboro Gold FTB 2s+ Electric Lighter,108.930000
OOA Marlboro Black Menthol FTB 2s+Electric Lighter,108.930000
OOA Marlboro Ice Blast FTB 2s+ Electric Lighter,111.610000
Winston Fresh Mint CPB 20s,55.309459
OOA Pall Mall Tokyo Midnight FT20s,43.303600
OOA Pall Mall Havana Nights FT20s,43.303600
Fortune Int'l. Menthol 100s FTB 20s,78.014476
Mighty Menthol 100's FTB Green,48.615770
Mighty Menthol 100's FTB Red,60.270000
Bohem Cigar Master  Black FTB 20's,63.390000
Marlboro Fusion Purple FTB 20s,86.068677
IND Winston ExtremeMint CPB 20s Free Lighter,60.223200
IND Winston PurpleMint CPB 20s Free Lighter,60.220000
IND Winston FreshMint CPB 20s Free Lighter,60.220000
Bohem Cigar Slim Fit Brown  20s,61.018722
Winston FiltersFTB 10s,30.116000
OOA Marlboro Red KS FTB 10s,35.580000
OOA Marlboro Gold KS FTB 10s,35.580000
OOA Marlboro Black Menthol Mint KS FTB 10s,35.580000
OOA Marlboro Ice Blast Menthol Mint FTB 10s,36.250000
Winston CasterCPB 20s,60.220000
Winston Lights FTB 10s,30.116000
Torch Slim 2009,15.178913
Torch Windproof 138,20.525899
Torch Maxi Electric 705,17.857000
DJ Mix Green Apple FTB 20s,78.571000
DJ Mix Blueberry FTB 20s,78.571000
DJ Mix Strawberry FTB 20s,78.571000
OOA Buy1pck Marlboro Gold FTB20s FRKopiko78CoffeeLatte,82.529932
OOA Buy1pck Marlboro Gold SP20s FRKopikoIceBlanca,71.396638
IND Mighty Full Flavor SFP 20S,60.270000
Liqun Gray,96.428600
Bohem Mojito Double,63.393000
Septwolves Red FTB 20'S,120.537000
Septwolves Gray SP 20'S,163.857962
Septwolves Blue FTB 20'S,69.641000
Juul PH Slate Device Kit,1275.670000
Juul Pods Mango 5%,279.020000
Juul Pods Virginia Tobacco 5%,279.020000
Juul Pods Mint 5%,279.020000
Juul Pods Creme 5%,279.020000
OOA PR MarlboroGoldFTB20's Fr Aqua Hrt Purified 500ml,91.820927
OOA PR MarlboroGoldFTB20's Fr Aqua Hrt Mineral 500ml,91.775927
OOA PR MarlboroRedFTB20's Fr Aqua Hrt Purified 500ml,86.070000
OOA PR MarlboroRedFTB20's Fr Aqua Hrt Mineral 500ml,86.070000
Chung Hwa Red FTB 20's,294.642800
Double Happiness Red FTB 20's,95.089200
COO Golden Hue,93.750000
COO Blue Hue,93.750000
COO Oriental Hue,93.750000
Philip Morris Red KS FTB 20's,78.035700
Dunhill BlueFTB 20s,111.607100
Dunhill ReleasedFTB 20s,116.071400
Philip MorrisGreenFTB 20s,-1.000000
Esse PopIceWave,-1.000000
Cricket Elec Simplicity,30.358928
Cricket Mini Simplicity,14.187359
Cricket Orig Simplicity,17.741659
Cricket Pocket Simplicity,28.580000
OOA Cricket SMPI Firepower T18's,74.255100
Fortune Extra Silver KS FTB 20s,36.040200
IND Fortune International Menthol 100's SP 20s,34.820000
Fortune IntlOrigFTB 20s,78.036000
Fortune TriblBlueLbelRCB 20s,76.778218
Marlboro Black Menthol KS FTB 20s,86.070968
Marlboro Ice Blast Mega 20's,86.071000
OOA Marlboro Gold KS FTB 10s,27.680000
Marlboro Gold KS SP 20s,83.298025
OOA Marlboro White Menthol KS FTB 10s,26.740000
IND Marlboro White Menthol KS SP 20s,44.550000
IND Marlboro White Menthol KS FTB 20s,68.750000
OOA Marlboro Red KS FTB 10s,26.740000
Marlboro Red KS SP 20s,83.393000
OOA Mighty Menthol 100's Class A Cigar White,33.267900
OOA Mighty Prm Tobac Full FlvrKing S20 Cigar,33.267900
OOA MIGHTY MENTHOL 100's SFP,60.270000
OOA Mighty Prm TobacFullFlvrKingS20CigarBlck,33.267900
OOA Mild Seven Option 20 Class A Cigarettes,53.875400
OOA Mild Seven Lights Menthol 20Class ACigar,53.875400
IND Philip Morris Menthol 100's SP 20s,88.385686
OOA Mighty Menthol 100's Class A Cigar Green,-1.000000
Winston ExtremeMintCPB 20s,60.688816
IND Winston Extreme Mint SP 20s,56.401523
Winston FrshXspressionPressOn20Cigar,51.103100
IND Winston Lights SP 20s,60.209081
OOA Lucky Strike Fresh FT20s,38.810000
OOA Lucky Strike Red FT20s,32.350000
OOA Lucky Strike Menthol FT20s,38.812500
OOA Pall Mall Menthol FT20s,28.880000
OOA Pall Mall Red FT20s,28.880000
IND Chesterfield Rich KS RCB 20s,38.390000
IND Chesterfield Mint KS RCB 20s,38.390000
OOA Champion Mild Menthol KS SP,33.267900
OOA Pall Mall Menthol Boost Ft 20s,35.151800
Pall Mall Red FT20s,35.151800
OOA Lucky Strike Red 20s,-1.000000
OOA Lucky Strike Click & Roll Ft 20s,-1.000000
IND Winston Filters SP 20s,59.964354
Winston FiltersCPB 20s,60.223221
OOA Winston Full Flavor FTB 10s,28.508700
Winston LightsCPB 20s,60.223200
OOA Winston Lights CPB 10s,-1.000000
OOA Marlboro Black Menthol KS FTB 10's,-1.000000
OOA Hope Menthol 100s SP 20s,36.044600
IND Chesterfield Blue KS RCB 20s,38.390000
OOA Eraser Pntl Tw Zeh03(60s)xsml T63R01ZH03,9.880000
OOA Stapler Orns CH JJ40171 (3pcs / set),46.710000
OOA Tape-Packagin Clear Orns 48mmx30m,16.570000
OOA Stamp Pad Orns Th#2:Blk,43.360000
OOA Stamp Pad Orns Th#3Blk,33.310000
OOA Stamp Pad Ink Orns TH(30cc)Blk,19.920000
OOA Clip Binder Pins Ch JJ360 (88pcs/set),36.660000
OOA Hiliter AvntiCh H2291 Twin: F-Orn (fncy),13.230000
Globe AMAX 50K,0.862800
Globe Autoload Max (1),0.862800
Globe Autoload Max (2),0.862800
OOA TM Easy Plan Sim Card,66.959999
Smart CTC 100,82.140000
Smart CTC 300,246.430000
Smart CTC 500,410.710000
TNT 100,82.140000
TNT 300,246.430000
Sun CTC Card 50,41.070000
Sun CTC Card 150,123.210000
SMART LTE SIM,17.860000
Smart BRO LTE Sim,53.570000
TNT Sim,13.390000
Sun Superloaded Sim,16.960000
Smart E-load 50K,0.870000
Sun E-Load 50K,0.870000
Smart Electronic Load,0.870000
Sun Electronic Load,0.860000
TNT Electronic Load,0.870000
Sun CTC Card 300,246.430000
Meralco Kuryente Load,0.870000
Cignal HD Load,0.870100
OOA Smart Sim + P60 Eload Free Brownie,80.104600
OOA Smart Sim + P100 Eload Free Brownie,114.904600
OOA TNT Sim + P60 Eload Free Brownie,-1.000000
OOA TNT Sim + P100 Eload Free Brownie,-1.000000
OOA Sun Sim + P60 Eload Free Brownie,-1.000000
OOA Sun Sim + P100 Eload Free Brownie,-1.000000
OOA Smart P300 Eload Free Bamboo Charcoal Sw,274.613925
OOA Sun P300 Eload Free Bamboo Charcoal Swir,-1.000000
OOA Smart P500 Eload Free 1 pc Chicken,-1.000000
OOA Sun P500 Eload Free 1 pc Chicken,-1.000000
OOA Smart CTC 300 Free Bamboo Charcoal Swirl,260.043925
OOA TNT 300 Free Bamboo Charcoal Swirl,-1.000000
OOA Sun CTC Card 300 Free Bamboo Charcoal Sw,-1.000000
OOA Smart CTC 500 Free 1 pc Chicken,-1.000000
SMART WIFI LOAD CARD 20,16.428500
SMART WIFI LOAD CARD 50,41.071400
OOA SMART CTC 500 FREE CHICKEN KATSU MOZARELLA MAYO,436.730700
OOA SMART CTC 300 FREE CORNETTO CHOCOLATE,261.040000
OOA SMART CTC 300 FREE CORNETTO VANILLA,261.050000
OOA SMART E-LOAD PHP300 FREE CORNETTO CHOCOLATE,275.610000
OOA SMART E-LOAD PHP300 FREE CORNETTO VANILLA,275.620000
OOA SMART E-LOAD PHP500 FREE CHICKEN KATSU MOZARELLA MAYO,461.020700
OOA SMART LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCO,-1.000000
OOA TNT LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCO,-1.000000
OOA SUN LTE SIM+ELOAD PHP60 FREE CLOUD9CHOCOLATE,-1.000000
OOA TNT CTC 300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SUN CTC 300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SUN E-LOAD PHP300 FREE CORNETTO CHOCOLATE,-1.000000
OOA SUN CTC 300 FREE CORNETTO VANILLA,-1.000000
OOA TNT CTC 300 FREE CORNETTO VANILLA,-1.000000
OOA SUN E-LOAD PHP300 FREE CORNETTO VANILLA,-1.000000
OOA Buy SMART LTE Sim+Php60Load Free ClassicBrownies,-1.000000
OOA Buy TNT LTESim+Php60Load Free ClassicBrownies,-1.000000
OOA Buy SUN LTESim+Php60Load Free ClassicBrownies,-1.000000
OOA Buy SMART CTC300 Free Ube Swirl,-1.000000
OOA Buy TNT CTC300 Free Ube Swirl,-1.000000
OOA Buy SUN CTC300 Free Ube Swirl,-1.000000
OOA Buy SMART CTC300 Free MilkCheese Swirl,-1.000000
OOA Buy TNT CTC300 Free MilkCheese Swirl,-1.000000
OOA Buy SUN CTC300 Free MilkCheese Swirl,-1.000000
OOA Buy SMART CTC500 Free ChickenKatzuMozaMayo1rice,437.317000
OOA Buy SMART CTC500 Free ChickenKatzuCheesyBacon1rice,-1.000000
OOA Buy SMART Load300 Free Ube Swirl,-1.000000
OOA Buy TNT Load300 Free Ube Swirl,-1.000000
OOA Buy SUN Load300 Free Ube Swirl,-1.000000
OOA Buy SMART Load300 Free MilkCheese Swirl,-1.000000
OOA Buy TNT Load300 Free MilkCheese Swirl,-1.000000
OOA Buy SUN Load300 Free MilkCheese Swirl,-1.000000
OOA Buy SMART Load500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy TNT Load500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy SUN Load500 Free ChickenKatzuMozaMayo1rice,-1.000000
OOA Buy SMART Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000
OOA Buy TNT Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000
OOA Buy SUN Load500 Free ChickenKatzuCheesyBacon1rice,-1.000000
PayMaya EMV Card,160.714000
GCash MasterCard,89.286000
PR Smart CTC 500 free E-load 30,410.714300
OOA Smart E-load 500 Free 30 E-load,410.714000
OOA TNT CTC 500 Free 30 E-load,410.714000
OOA TNT E-load 500 Free 30 E-load,433.036000
OOA Sun E-load 500 Free 30 E-load,433.036000
OOA Smart CTC 700 Free 50 E-load,575.000000
OOA Smart E-load 700 Free 50 E-load,606.250000
OOA TNT CTC 700 Free 50 E-load,606.250000
OOA TNT E-load 700 Free 50 E-load,606.250000
OOA Sun E-load Free 50 E-Load,606.250000
PR Smart LTE Sim free Vanilla Swirl,17.857100
PR TNT LTE Sim free Vanilla Swirl,13.393000
OOA Sun Sim Free Swirl,16.964000
Smart Electronic Load (Php30),25.982000
TNT Electronic Load(Php30),25.982000
Sun Electronic Load (Php30),25.982000
PR Smart CTC 100 x5 free E-load 30,82.142900
PR TNT CTC 100 x5 free E-load 30,82.142900
PR TNT CTC 100 x2 + CTC 300 free E-load 30,82.142900
PR Smart CTC 100 x4 + CTC 300 free E-load 50,246.428600
PR TNT CTC 100 x4 +CTC 300 free E-load 50,246.428600
Globe 100 Call Card,82.140000
Globe 300 Call Card,243.750000
Globe 500 Call Card,406.250000
Globe Sim Card,17.860000
OOA Tattoo Sim Card,17.860000
TM 100 Call Card,82.140000
TM 300 Call Card,243.750000
TM 50 Call Card,41.070000
TM Sim Card,12.500000
SANDO BAG LARGE,-1.000000
(IN-ACTIVE) Paper Bowl #390 cc Plain White,1.500000
(IN-ACTIVE) Paper Bowl Lid #390 cc,1.116100
12oz RIPPLED COFFEE CUP BROWN W/ LID,3.616100
SANDO BAG SMALL 8X4X15,-1.000000
SANDO BAG MEDIUM 10X5X18,-1.000000
(IN-ACTIVE) disposable tray (800pcs per pack),0.230000
(IN-ACTIVE) 12OZ PAPER CUP,1.100000
(IN-ACTIVE) 16OZ PAPER CUP,1.290000
(IN-ACTIVE) 22OZ PAPER CUP,1.490000
(IN-ACTIVE) Nescafe Alegria 8oz Paper Cup (2000/cs),1.375000
(IN-ACTIVE) CHICKEN BUCKET,12.053500
(IN-ACTIVE) LAWSON STICKER,0.401800
(IN-ACTIVE) PET Cold Cups 16Oz 100's w/ design,2.370000
(IN-ACTIVE) PET Flat Lids #16 100's w/ design,0.562500
(IN-ACTIVE) COFFEE CUP W/ LIDS 12OZ,2.232101
(IN-ACTIVE) 8oz paper cup plain,0.982100
(IN-ACTIVE) LUNCH BOX,2.860000
Naturable Table Napkin (15packs/case),-1.000000
REACH PAPER TOWEL 1PLY (30PACKS/CASE),-1.000000
SCOURING SPONGES 3PCS. F618,-1.000000
(IN-ACTIVE) SANITARY DISPOSABLE GLOVES (LDPE),34.380000
Donut Box of 3,-1.000000
Donut Box of 6,-1.000000
OOA Lawson Tray#01 Tamago Maki & Kani Sushi (C),75.892800
OOA Lawson Tray#02 California Maki (C),75.133900
OOA Lawson Tray#03 Mixed Teka/California/Kani Maki,75.133900
OOA Lawson Tray#04 Kani/Tamago Maki,75.133900
OOA Hawaiian Delight Medium,140.625000
OOA Hawaiian Delight Large,164.732100
OOA Pure Beef Special Medium,140.625000
OOA Pure Beef Special Large,164.732100
OOA Pepperoni N' Mushroom Medium,140.625000
OOA Pepperoni N' Mushroom Large,164.732100
Hungarian Slice Pizza,20.089300
Hawaiian Slice Pizza,20.089300
Hawaiian/Hungarian 2pcs Slice Pizza,36.160700
Hawaiian/Hungarian 2pcs Pizza w/ Pepsi,47.410700
OOA Pizza Promo P299,240.267900
OOA Pizza Promo P399,320.625000
OOA Buy One Take One Large Pizza,159.910700
Pork/Chicken Meal,52.820700
Beef/Seafood Meal,59.070700
Breakfast Meal P69,46.570700
Breakfast Meal Viand RM,42.857100
Pork/Chicken Meal RM,40.178600
Beef/Seafood Meal RM,52.678600
Merienda Meal RM,42.857100
OOA Merienda Meal,48.748700
2 Pork/Chicken Meal,78.001200
2 Beef/Seafood Meal,90.707200
2 Beef / Chix or Pork Meal,84.010200
2 Seafood/ Chix or Pork Meal,84.010200
Breakfast Meal P59,44.338500
Soup for Karinderia w/ Unli Rice,10.714300
Soup for Fried Foods w/ Unli Rice,10.714300
OOA Merienda Meal P39,26.116100
Merienda Meal P49,32.812500
OOA Quorn Gising Gising P79,-1.000000
OOA Quorn Beef Picadillo P79,-1.000000
OOA Quorn Tortang Talong P79,-1.000000
OOA Quorn Chicken Style Pastel P79,-1.000000
OOA Quorn Burger Steak P79,-1.000000
OOA Quorn Gising Gising 50% off,-1.000000
OOA Quorn Beef Picadillo 50% Off,-1.000000
OOA Quorn Tortang Talong 50% Off,-1.000000
OOA Quorn Chicken Style Pastel 50% Off,-1.000000
OOA Quorn Burger Steak 50% Off,-1.000000
OOA Quorn Tortang Talong RM,46.875000
OOA Quorn Burger Steak RM,46.875000
OOA Quorn Chicken Style Pastel RM,46.875000
OOA Quorn Gising Gising RM,46.875000
OOA Quorn Picadillo RM,46.875000
Ailesi Chocolate 3-pc heart shaped 38g,37.188000
OOA Ailesi Chocolate 5-pc heart shaped 62.5g,47.053600
Ailesi Milk Chocolate Bar 20G,9.110000
OOA Dutche Merry Christmas Gift Box,37.946400
OOA Dutche Happy Holiday Box,37.946400
OOA Dutche Christmas Bag Box,37.946400
OOA Dutche Christmas Basket,98.660700
Dutche Valentine Pouch,37.946400
Dutche Valentine Happy Bear,75.900000
Dutche Valentine Bear Basket,75.900000
Dutche Premium Square Chocolate 60g,40.980000
Dutche Rectangle Chocolate 60g,40.980000
Dutche Easter Egg Pail,-1.000000
Dutche Easter Egg in Tray,-1.000000
OOA Dutche Mother's Day Heart Box,37.950000
OOA Dutche Mother's Day Love Box,37.950000
Dutche Mother's Day Red Ribbon Box,37.950000
Dutche Mother's Day Premium Bar Box 500g,151.790000
Dutche Mango Coated with Chocolate 63g,40.223300
Dutche Buco/Coconut Coated with Chocolate 63g,40.223300
Dutche Dark Chocolate with Stevia 63g,40.223300
Dutche Halloween Pouch,-1.000000
Dutche Halloween Pumpkin,-1.000000
Dutche Halloween Pail,-1.000000
OOA Dutche Christmas Seasonal Box,37.946400
OOA Dutche Christmas Holiday Box,37.946400
OOA Dutche Christmas Pouch,37.946400
OOA Dutche Push Cart,113.839300
OOA Dutche Christmas Socks,37.946400
OOA Dutche Premium Bar Box,151.785700
OOADutche HeartRose Box,37.950000
OOADutche Love Box,37.950000
OOADutche RdRibbon Box,37.950000
OOADutche PremBarBox 500g,159.380000
OOADutche ValSeasonal Pail,53.130000
OOADutche HeartShpd Pack,37.950000
Dutche Gold Coins,18.210000
Dutche Premium Chocolate Candies,19.730000
OOADutche Hallwn Box,37.946400
OOADutche Hallwn Pumpkin,37.946400
OOADutche ChristmasLntern Box,37.946400
OOADutche MerryChrstms Box,37.946400
OOADutche Christmas Pouch,37.946400
OOADutche Chrstms Socks,37.946400
OOADutche Bag Box,37.946400
OOADutche ChristmsCtdBisct Lrge,79.687500
OOADutche Hallwn Pail,53.125000
OOADutche Hallwn Bucket,91.071000
OOA Turning Points,249.375000
OOA Bandera,6.250000
Bridgetech IOS Super Cable Black,184.375000
Bridgetech Micro Super Cable Black,184.375000
Bridgetech Type-C Super Cable Black,184.375000
Bridgetech IOS Super Cable White,184.375000
Bridgetech Micro Super Cable White,184.375000
Bridgetech Type-C Super Cable White,184.375000
Evera Pencil 9cm - Black,0.000000
Evera Pencil 9cm - Brown,0.000000
Careline Color Pencil 12cm - Brown,0.000000
Evera Pencil 12cm - Black,0.000000
Evera Pencil 12cm - Brown,0.000000
Careline Lip Balm - Strawberry,0.000000
Careline Lip Balm - Watermelon,0.000000
COLOR PENCIL 12.5 CM (NEW) - BLACK,0.000000
COLOR PENCIL 12.5 CM (NEW) - BROWN,0.000000
Kleopatra Pencil 12cm - Black,0.000000
Kleopatra Pencil 12cm - Brown,0.000000
Precision Blender Pencil 12cm - Black,0.000000
Precision Blender Pencil 12cm - Brown,0.000000
COLOR PENCIL DUO 12.5 CM - BLACK/BLUE,0.000000
COLOR PENCIL DUO 12.5 CM - BLACK/BROWN,0.000000
Careline Magic Lipstick - Apple/Swag,0.000000
Careline Magic Lipstick - Grapes/Ilike,0.000000
Careline Magic Lipstick - Lemon/Chillax,0.000000
Careline Magic Lipstick - Orange/Emo,0.000000
Careline MagicLipstick-Sberry/Avatar,0.000000
Careline MagicLipstick-Wmelon/OhhEmGee,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#702,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#703,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#704,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#706,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#708,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#710,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#711,0.000000
LIP COLOUR L/S XTREME SHINE W/VIT.E#712,0.000000
Ever Orig Pencil 9cm - Brown,0.000000
Evera Magic Lipstick - 104 Grapes,0.000000
Evera Magic Lipstick - 106 Orange,0.000000
Evera Magic Lipstick - 107 Strawberry,0.000000
Evera Magic Lipstick - 109 Lemon,0.000000
Evera Magic Lipstick - 112 Apple,0.000000
COLOR PENCIL 9 CM - BLACK,0.000000
COLOR PENCIL 9 CM - BROWN,0.000000
Ever Orig Pencil 9cm - Black,0.000000
THICKLASH MASCARA,0.000000
SHADE LIPSTICK - FIERCE RUBY,0.000000
SHADE LIPSTICK - PINK TEMTRESS,0.000000
SHADE LIPSTICK - ROSY MIRAGE,0.000000
COLOR PENCIL 12 CM - BLACK,0.000000
COLOR PENCIL 12 CM - BROWN,0.000000
COLOR PENCIL 12 CM - PURE WHITE,0.000000
Ever Orig Pencil 12cm - Black,0.000000
Ever Orig Pencil 12cm - Brown,0.000000
Careline LipStick - Butterscotch,0.000000
Careline Lipstck - Cotton Candy,0.000000
Careline Lipstick - Strawberry Cone,0.000000
Careline Lipstick - Swift Red,0.000000
Careline Lipstick - Taylor Red,0.000000
COLORLESS MASCARA 9 ML,0.000000
SUPERLASH MASCARA - BLACK,0.000000
SUPERLASH MASCARA - BROWN,0.000000
Careline Eyeshadow 12shades,0.000000
GLITTER EYELINER - BLACK,0.000000
MASCARA W/ FIBER 15 ML,0.000000
LIQUID DIPLINER,0.000000
EYESHADOW 12 SHADES,0.000000
PRO EYE COLOR,0.000000
Hair Pin,10.625000
OMNI DUAL PORTABLE EXT. CORD 3M,0.000000
OMNI PUSH THROUGH SOCKET EXT. 3M BLISTER,0.000000
OMNI PUSH THROUGH SOCKET EXT 6M BLISTER,0.000000
UNIVERSAL ADAPTOR,0.000000
PANASONIC CFL - 5W 2U COOL DAYLIGHT,0.000000
PANASONIC CFL - 11W 3U COOL DAYLIGHT,0.000000
PANASONIC CFL - 8W 3U SOFT WARM,0.000000
PANASONIC CFL - 8W SPIRAL COOL DAYLIGHT,0.000000
PANASONIC CFL - 14W SPIRAL COOL DAYLIGHT,0.000000
MEGA 1 BUTANE GAS 227G,0.000000
KONICE BUTANE GAS LIGHTER,0.000000
WIPEOUT,0.000000
ZEBRA 65 BOTTLE CONTACT CEMENT,0.000000
SUREBOND CONTACT CEMENT 350ML,0.000000
PIONEER MIGHTY BOND SINGLES 3G,0.000000
PIONEER MIGHTY BOND BOTTLE 10G,0.000000
PIONEER MIGHTY BOND SAKTO 1GRAMS,0.000000
PIONEER ELASTOSEAL SEALANT PISIL 250G,0.000000
MASTERBOND LIQUID SUPER GLUE 3GRMS BP,0.000000
MASTERBOND LIQUID SUPER GLUE 1GRM BP,0.000000
CHAMOIS CLEAN,0.000000
MAGIC TOWEL,0.000000
PLASTIC ROPE GREY 1 KILO,0.000000
ELECTRIC TAPE BIG,0.000000
CLEAR PACKAGING TAPE 2X30M,0.000000
TAN PACKAGING TAPE 2X30M,0.000000
BLACK&DECKER STD SHKL PODLOCK3 CP20MM,0.000000
BLACK&DECKER STD SHKL PODLOCK3 CP25MM,0.000000
BLACK&DECKER STD SHKL PODLOCK3 CP30MM,0.000000
DUCT TAPE,0.000000
PODLOCK SMALL,0.000000
PODLOCK MEDIUM,0.000000
M/L Slippers,74.375000
OOA Nail Polish,16.250000
OOA Ladies Slippers #2,143.130000
OOA Men Slippers #2,143.130000
OOA Charlotte Beauty Implement,25.000000
Face Mask Premium Disposable 2's,16.250000
Face Mask Cloth,43.750000
Face Mask Reg Disposable 3's,16.250000
Naturals Papaya Soap65g,0.000000
Naturals Lotion50ml Bengkoang,0.000000
Naturals Lotion50ml Milk,0.000000
Naturals Lotion50ml Papaya,0.000000
ESSENTIALS KOJIC SOAP 80 GRMS (PACK 2),0.000000
Naturals Lotion200ml Bengkoang,0.000000
Naturals Lotion200ml Milk,0.000000
Naturals Lotion200ml Papaya,0.000000
Silk Body Spray 85ml - EndlessRomance,0.000000
Silk Body Spray 85ml - First Love,0.000000
Silk Body Spray 85ml - How I Wish,0.000000
Silk Body Spray 85ml - LoversDelight,0.000000
Silk Body Spray 85ml - Sweet Temptation,0.000000
Blackwater II MensSpray100ml-Breeze,0.000000
Blackwater II MensSpray100ml-Oak,0.000000
Blackwater II MensSpray100ml-Ocean,0.000000
Blackwater II MensSpray100ml-Woods,0.000000
Blackwater II MensSpray100ml-Ambitious,0.000000
Blackwater II MensSpray100ml-Aqua,0.000000
Blackwater II MensSpray100ml-Dynamic,0.000000
Blackwater II MensSpray100ml-Sporty,0.000000
Blackwater Sport BSpray100ml - #1Black,0.000000
Blackwater Sport BSpray100ml - #2Blue,0.000000
Blackwater Sport BSpray100ml - #3Red,0.000000
Blackwater Sport BSpray100ml - #4Green,0.000000
Pink Water ActiveBSpray100ml (I)SoInLove,0.000000
Pink Water ActiveBSpray100ml (K)SoKind,0.000000
Pink Water ActiveBSpray100ml (N)SoNice,0.000000
Pink Water ActiveBSpray100ml (P)SoPink,0.000000
Signature Body Mist 75ml - LoveAddict,0.000000
Signature Body Mist 75ml - Plum Drop,0.000000
Signature Body Mist 75ml - Secret Crush,0.000000
Signature Body Mist 75ml - Vanilla Vixen,0.000000
Signature Body Mist 75ml - Wild Kiss,0.000000
Signature Body Mist 75ml - WithAKiss,0.000000
Hayden Basics 1 BSpray150ml - BlueKiss,0.000000
Hayden Basics 1 BSpray150ml - RunAway,0.000000
Hayden Basics 1 BSpray150ml-SummerFeel,0.000000
Hayden Basics 1 BSpray150ml - SweptAway,0.000000
Hayden Basics 1 BSpray150ml - WTonight,0.000000
Hayden Basics 1 BSpray150ml - YoungLove,0.000000
Pink Water Deo Spray 150ml - Admire,0.000000
Pink Water Deo Spray 150ml - Desire,0.000000
Pink Water Deo Spray 150ml - Inspire,0.000000
Pink Water Deo Spray 150ml - Seduce,0.000000
Sun Block Cream Body Moisturizer 150mL,0.000000
Sun Block Cream Body Whitening 150mL,0.000000
IND Coolmist Hand Sanitizer 60mL,31.093800
Coolmist Hand Sanitizer 60mL-Citronella,43.593800
Men's Comb,10.625000
Ponytail Wire Black,16.875000
Ladies Comb,16.875000
Hair Net,16.875000
2's Ponytail,20.000000
Ponytail w/ Beads,35.625000
Wooded Hairbrush,35.625000
Ponytail Velvet,20.000000
Rubberband Black,20.000000
Rubberband Colored,20.000000
Comb Colored Big,20.000000
Ladies Hairclip Black,20.000000
Clams Brown Small,20.000000
Shoe Clams,26.250000
IND Ear Cleaner,18.750000
Safety Pins,16.250000
Sewing Kit (cs),18.750000
Sewing Kit,16.250000
Nail Arts/Stickers/Polish,16.250000
Nail Polish,16.250000
Cuticle Remover,18.750000
Cuticle Tint,18.750000
Nail Polish Remover,18.750000
Nail Cutter,25.000000
3's Ponytail,26.250000
Hanky,31.250000
Stockings,43.750000
Slippers #1,43.750000
Panty,18.750000
Foot Cover,18.750000
OOA Slippers #2,43.750000
Folded Umbrella,124.380000
Long Umbrella,149.380000
Facial Sponge#1,18.750000
Facial Sponge#2,18.750000
Loofah Small,25.000000
Loofah Med.,25.000000
Loofah w/ Handle,43.750000
Socks,25.000000
Face Towel,18.750000
Zim Cleaning Pads Scrub Sponge 50x30,0.000000
